long,lat,bio_1,bio_12
-75.72274327,-7.059416785,237,1632
-75.34774327,-7.059416785,256,1618
-75.26440994,-7.059416785,257,1724
-75.22274327,-7.059416785,259,1605
-75.09774327,-7.059416785,257,1666
-77.59774326,-7.101083452,82,1263
-77.0560766,-7.101083452,249,1064
-76.8060766,-7.101083452,241,1573
-76.6810766,-7.101083452,257,1411
-75.8060766,-7.101083452,252,1567
-75.59774327,-7.101083452,246,1710
-75.38940994,-7.101083452,255,1756
-75.22274327,-7.101083452,258,1673
-75.13940994,-7.101083452,257,1843
-77.43107659,-7.142750118,147,1114
-77.0560766,-7.142750118,254,954
-76.97274326,-7.142750118,240,1308
-76.5560766,-7.142750118,255,1733
-76.51440993,-7.142750118,261,1413
-76.4310766,-7.142750118,254,1503
-76.22274327,-7.142750118,239,1539
-76.1810766,-7.142750118,223,1786
-76.13940993,-7.142750118,219,2040
-76.0560766,-7.142750118,219,1995
-75.97274327,-7.142750118,233,2244
-75.9310766,-7.142750118,243,2052
-75.84774327,-7.142750118,250,1917
-75.63940994,-7.142750118,250,1594
-75.5560766,-7.142750118,255,1654
-75.47274327,-7.142750118,255,1821
-75.26440994,-7.142750118,259,1660
-77.59774326,-7.184416785,77,1332
-77.26440993,-7.184416785,208,1286
-77.09774326,-7.184416785,234,1532
-77.01440993,-7.184416785,253,1000
-76.8060766,-7.184416785,244,1354
-76.59774326,-7.184416785,251,1544
-76.51440993,-7.184416785,259,1533
-76.22274327,-7.184416785,235,1657
-76.1810766,-7.184416785,225,1658
-76.13940993,-7.184416785,205,2261
-75.9310766,-7.184416785,232,2373
-75.26440994,-7.184416785,259,1708
-77.55607659,-7.226083451,86,1295
-77.51440993,-7.226083451,92,1361
-77.43107659,-7.226083451,122,1461
-77.38940993,-7.226083451,160,1363
-77.01440993,-7.226083451,243,1353
-76.97274326,-7.226083451,254,1041
-76.88940993,-7.226083451,225,1883
-76.84774326,-7.226083451,255,1324
-76.72274326,-7.226083451,259,1494
-76.63940993,-7.226083451,255,1618
-76.5560766,-7.226083451,250,1888
-76.47274327,-7.226083451,259,1335
-76.4310766,-7.226083451,254,1392
-76.1810766,-7.226083451,224,1709
-75.9310766,-7.226083451,229,2365
-75.88940993,-7.226083451,247,2139
-75.84774327,-7.226083451,252,1955
-75.59774327,-7.226083451,255,1765
-75.51440994,-7.226083451,254,1949
-75.4310766,-7.226083451,255,1794
-75.3060766,-7.226083451,258,1712
-75.13940994,-7.226083451,258,1624
-77.68107659,-7.267750118,83,1051
-77.55607659,-7.267750118,91,1234
-77.3060766,-7.267750118,176,1428
-77.13940993,-7.267750118,202,1690
-77.09774326,-7.267750118,225,1592
-77.01440993,-7.267750118,235,1403
-76.84774326,-7.267750118,242,1817
-76.6810766,-7.267750118,257,1450
-76.63940993,-7.267750118,252,1732
-76.26440993,-7.267750118,236,1961
-75.97274327,-7.267750118,197,2505
-75.84774327,-7.267750118,253,1885
-75.6810766,-7.267750118,256,1845
-75.47274327,-7.267750118,257,1683
-75.3060766,-7.267750118,258,1815
-75.26440994,-7.267750118,259,1849
-75.0560766,-7.267750118,258,1601
-77.63940993,-7.309416784,83,1199
-77.13940993,-7.309416784,214,1336
-76.97274326,-7.309416784,234,1638
-76.1810766,-7.309416784,218,2070
-76.09774327,-7.309416784,235,2047
-76.0560766,-7.309416784,243,1654
-75.88940993,-7.309416784,243,2360
-75.76440993,-7.309416784,254,2071
-75.72274327,-7.309416784,255,1998
-75.5560766,-7.309416784,258,1742
-75.34774327,-7.309416784,258,1833
-75.3060766,-7.309416784,258,1827
-75.1810766,-7.309416784,259,1737
-75.0560766,-7.309416784,258,1581
-77.55607659,-7.351083451,100,1308
-77.13940993,-7.351083451,191,1627
-76.97274326,-7.351083451,226,1801
-76.59774326,-7.351083451,253,1753
-76.34774327,-7.351083451,237,1801
-75.97274327,-7.351083451,235,1799
-75.8060766,-7.351083451,253,1953
-75.59774327,-7.351083451,256,2042
-75.4310766,-7.351083451,257,1905
-75.38940994,-7.351083451,256,2008
-75.3060766,-7.351083451,258,1862
-75.26440994,-7.351083451,259,1801
-77.68107659,-7.392750117,141,756
-77.59774326,-7.392750117,86,1358
-77.47274326,-7.392750117,140,1327
-77.3060766,-7.392750117,170,1313
-76.97274326,-7.392750117,202,1896
-76.8060766,-7.392750117,241,1886
-76.6810766,-7.392750117,254,1646
-76.63940993,-7.392750117,252,1690
-76.5560766,-7.392750117,254,1438
-76.4310766,-7.392750117,251,1922
-76.26440993,-7.392750117,210,2536
-76.09774327,-7.392750117,233,2305
-76.0560766,-7.392750117,232,2317
-75.9310766,-7.392750117,205,2738
-75.84774327,-7.392750117,247,2434
-75.76440993,-7.392750117,255,1976
-75.4310766,-7.392750117,257,1969
-75.38940994,-7.392750117,257,1920
-75.34774327,-7.392750117,258,1795
-75.26440994,-7.392750117,259,1797
-77.59774326,-7.434416784,77,1335
-77.47274326,-7.434416784,115,1437
-77.38940993,-7.434416784,113,1617
-77.34774326,-7.434416784,147,1425
-77.09774326,-7.434416784,206,1373
-76.97274326,-7.434416784,224,1442
-76.1810766,-7.434416784,209,2646
-75.8060766,-7.434416784,242,2446
-75.72274327,-7.434416784,254,2249
-75.5560766,-7.434416784,254,2247
-75.51440994,-7.434416784,257,2059
-77.34774326,-7.47608345,137,1399
-77.26440993,-7.47608345,175,1203
-77.22274326,-7.47608345,157,1524
-77.0560766,-7.47608345,212,1410
-76.9310766,-7.47608345,204,2046
-76.59774326,-7.47608345,238,2256
-76.5560766,-7.47608345,253,1707
-76.47274327,-7.47608345,247,2071
-76.38940993,-7.47608345,251,1795
-76.3060766,-7.47608345,211,1917
-76.22274327,-7.47608345,224,1858
-76.0560766,-7.47608345,241,2280
-75.63940994,-7.47608345,254,2163
-75.51440994,-7.47608345,256,2097
-75.47274327,-7.47608345,257,1964
-75.4310766,-7.47608345,257,1885
-75.22274327,-7.47608345,259,1836
-75.09774327,-7.47608345,258,1769
-77.59774326,-7.517750117,132,764
-77.1810766,-7.517750117,183,1300
-77.13940993,-7.517750117,189,1590
-77.01440993,-7.517750117,177,1921
-76.97274326,-7.517750117,187,2027
-76.72274326,-7.517750117,249,1811
-76.5560766,-7.517750117,243,2225
-76.38940993,-7.517750117,243,2010
-76.26440993,-7.517750117,208,2619
-76.1810766,-7.517750117,226,1879
-76.13940993,-7.517750117,223,2126
-75.72274327,-7.517750117,229,2830
-75.34774327,-7.517750117,259,1899
-75.1810766,-7.517750117,259,1845
-75.0560766,-7.517750117,258,1737
-77.43107659,-7.559416783,94,1525
-77.22274326,-7.559416783,178,1292
-77.13940993,-7.559416783,194,1399
-77.0560766,-7.559416783,206,1104
-77.01440993,-7.559416783,178,1762
-76.84774326,-7.559416783,240,1725
-76.59774326,-7.559416783,240,1793
-76.3060766,-7.559416783,225,1815
-76.01440993,-7.559416783,244,2387
-75.6810766,-7.559416783,250,2423
-75.5560766,-7.559416783,253,2310
-75.51440994,-7.559416783,256,2126
-75.47274327,-7.559416783,258,1991
-75.26440994,-7.559416783,259,1862
-75.13940994,-7.559416783,259,1777
-75.09774327,-7.559416783,259,1730
-77.68107659,-7.60108345,205,530
-77.63940993,-7.60108345,166,657
-77.47274326,-7.60108345,80,1404
-77.43107659,-7.60108345,105,1275
-77.3060766,-7.60108345,166,1162
-77.0560766,-7.60108345,203,1321
-77.01440993,-7.60108345,183,1582
-76.97274326,-7.60108345,180,2058
-76.72274326,-7.60108345,229,2121
-76.51440993,-7.60108345,245,2376
-75.97274327,-7.60108345,246,2403
-75.9310766,-7.60108345,249,1845
-75.59774327,-7.60108345,254,2094
-75.51440994,-7.60108345,257,2102
-75.4310766,-7.60108345,258,2014
-75.38940994,-7.60108345,258,2042
-77.34774326,-7.642750116,126,1449
-77.3060766,-7.642750116,145,1365
-77.13940993,-7.642750116,154,1778
-77.0560766,-7.642750116,197,1371
-76.97274326,-7.642750116,163,2076
-76.8060766,-7.642750116,245,1786
-76.72274326,-7.642750116,241,1544
-76.6810766,-7.642750116,230,2232
-76.59774326,-7.642750116,236,1779
-76.4310766,-7.642750116,248,1781
-76.26440993,-7.642750116,220,2527
-76.01440993,-7.642750116,240,2602
-75.9310766,-7.642750116,250,2103
-75.88940993,-7.642750116,250,1936
-75.72274327,-7.642750116,213,2955
-75.63940994,-7.642750116,255,2159
-75.5560766,-7.642750116,253,2459
-75.22274327,-7.642750116,259,1877
-75.13940994,-7.642750116,259,1772
-75.09774327,-7.642750116,259,1751
